边	bian1	side/edge/margin/border/boundary	[Add example]
死	si3	to die/inpassable/uncrossable/inflexible/rigid	[Add example]
张	zhang1	(a measure word)/(a surname)/open up	[Add example]
该	gai1	that/the above-mentioned/most likely/to deserve/should/ought to/owe	[Add example]
交	jiao1	to deliver/to turn over/to make friends/to intersect (lines)/to pay (money)	[Add example]
规	gui1	compass/rule	[Add example]
万	wan4	Wan (surname)/ten thousand/a great number	[Add example]
取	qu3	to take/to get/to choose/to fetch	[Add example]
拉	la1	to pull/to play (string instruments)/to drag/to draw	[Add example]
格	ge2	frame/rule	[Add example]
望	wang4	hope/expect/to visit/to gaze (into the distance)/look towards/towards	[Add example]
觉	jiao4/jue2	a nap/a sleep, feel/find that/thinking/awake/aware	[Add example]
术	shu4/zhu2	method/technique, Atractylis lancea var. ovata	[Add example]
领	ling3	neck/collar/to lead/to receive	[Add example]
共	gong4	all together/in while/to share/common/general/together	[Add example]
确	que4	authenticated/solid/firm, authenticated/solid/firm/real/true	[Add example]
传	chuan2/zhuan4	to pass on/to spread/to transmit/to infect/to transfer/to circulate/to pass on/to conduct (electricity), biography	[Add example]
师	shi1	a division (milit.)/teacher/master/expert/model	[Add example]
观	guan1/guan4	to look at/to watch/to observe/to behold, Taoist monastery	[Add example]
清	qing1	clear/distinct/complete/pure	[Add example]
今	jin1	today/modern/present/current/this/now	[Add example]
切	qie1/qie4	to cut/to slice, close to	[Add example]
院	yuan4	courtyard/institution	[Add example]
让	rang4	to ask/to let/permit/have (someone do something)/to yield/to allow	[Add example]
识	shi2/zhi4	to know/knowledge, to record/write a footnote	[Add example]
候	hou4	wait	[Add example]
带	dai4	band/belt/girdle/ribbon/area/zone/region/wear/carry/lead/bring/consists of/show/and	[Add example]
导	dao3	to transmit/to lead/to guide/to conduct/to direct	[Add example]
争	zheng1	struggle/fight	[Add example]
运	yun4	to move/to transport/to use/to apply/fortune/luck/fate	[Add example]
笑	xiao4	laugh/smile	[Add example]
飞	fei1	to fly	[Add example]
风	feng1	wind/news/style/custom/manner	[Add example]
步	bu4	a step/a pace/walk/march/stages in a process	[Add example]
改	gai3	to change/to alter/to transform/to correct	[Add example]
收	shou1	to receive/to accept/to collect/in care of (used on address line after name)	[Add example]
根	gen1	radical (chem.)/root/basis	[Add example]
干	gan1/gan4	dry/to concern/shield, to work/to do/to manage, manage/stem	[Add example]
造	zao4	to make/to build/to invent/to manufacture	[Add example]
言	yan2	to speak/to say/talk/word	[Add example]
联	lian2	to ally/to unite/to join	[Add example]
持	chi2	to grasp/to hold/support/manage/direct/maintain	[Add example]
组	zu3	to form/compose/make up/group/to organize/cord	[Add example]
每	mei3	each/every	[Add example]
济	ji4	aid/ferry/frugal	[Add example]
车	che1/ju1	car/a vehicle/machine/to shape with a lathe, vehicle on land	[Add example]
亲	qin1/qing4	dear/intimate/parent/relation/closely related, parents-in-law of one's offspring	[Add example]
极	ji2	extremely/pole (geography, physics)/utmost/top	[Add example]
林	lin2	woods/forest	[Add example]
服	fu2	clothes/dress/garment/submit/take (medicine)	[Add example]
快	kuai4	fast/quick/swift	[Add example]
办	ban4	to do/to manage/to handle/to go about/to run/to set up/to deal with	[Add example]
议	yi4	criticize/discuss	[Add example]
往	wang3/wang4	to go (in a direction)/past/previous/towards, toward/(of a train) bound for	[Add example]
元	yuan2	(dynasty)/dollar/primary/first	[Add example]
英	ying1	(surname)/English/brave	[Add example]
士	shi4	scholar/warrior/knight	[Add example]
证	zheng4	prove, confirm, verify/proof, certificate/proof/to prove/to demonstrate/to confirm/certificate/proof	[Add example]
近	jin4	near/close (to)/approximately	[Add example]
失	shi1	to lose/to miss/to fail	[Add example]
转	zhuan3/zhuan4	to convey/to forward (mail)/to transfer/to turn/to shift, to revolve/to turn/to circle about/to walk about	[Add example]
夫	fu1	porter, husband/man	[Add example]
令	ling4	make or cause to be/order/command/decree/honorable	[Add example]
准	zhun3	to allow/to grant/to permit/accurate/standard, accurate/standard	[Add example]
布	bu4	diffuse/extend/notify, to declare/to announce/to spread/to make known/spread/(cotton) cloth	[Add example]
始	shi3	begin	[Add example]
怎	zen3	how	[Add example]
呢	ne/ni2	(question particle), woolen material	[Add example]
存	cun2	exist/deposit/store/keep/survive	[Add example]
未	wei4	1-3 p.m./8th earthly branch/not yet/did not/have not/not	[Add example]
远	yuan3	far/distant/remote	[Add example]
叫	jiao4	to (be) call(ed)	[Add example]
台	tai2	surname/(classical) you (in letters)/platform/Taiwan (abbr.), desk/platform, (measure word)/platform/stage/terrace/stand/support/desk/station/broadcasting station, typhoon	[Add example]
单	chan2/dan1/shan4	chieftain, bill/list/form/single/only/sole, (surname)	[Add example]
影	ying3	picture/image/reflection/shadow	[Add example]
具	ju4	tool/device/utensil/equipment/instrument	[Add example]
罗	luo1/luo2	fussy/talkative, subordinate in a gang of bandits, (surname)/gauze/to collect/to gather/to catch/to shift	[Add example]
字	zi4	letter/symbol/character/word	[Add example]
爱	ai4	to love/affection/to be fond of/to like	[Add example]
击	ji1	to hit/to strike/to break	[Add example]
流	liu2	to flow/to spread/to circulate/to move	[Add example]
备	bei4	to prepare/get ready/to provide or equip	[Add example]
兵	bing1	soldiers/a force/an army/weapons/arms/military/warlike	[Add example]
连	lian2	(surname)/even/as/join/to link/successively	[Add example]
调	diao4/tiao2	mode (music)/to move (troops)/tune/tone/melody/to transfer, harmonize/reconcile/blend/suit well/provoke/incite	[Add example]
深	shen1	deep/profound	[Add example]
商	shang1	commerce/consult	[Add example]
算	suan4	regard as/to figure/to calculate/to compute	[Add example]
质	zhi4	hostage/substance/nature/quality	[Add example]
团	tuan2	regiment/round/circular/group/society, dumpling	[Add example]
集	ji2	to gather/to collect/collected works	[Add example]
百	bai3	hundred	[Add example]
需	xu1	to require/to need/to want/necessity/need	[Add example]
价	jia4/jie	price/value/valence (on an atom), great/good/middleman/servant	[Add example]
花	hua1	flower/blossom/to spend (money, time)/fancy pattern	[Add example]
党	dang3	party, party/association/club/society	[Add example]
华	hua2/hua4	(abbreviation for) China/(surname) Hua/magnificent/splendid/flowery, (surname)/name of a mountain	[Add example]
城	cheng2	city walls/city/town	[Add example]
石	dan4/shi2	10 pecks, rock/stone	[Add example]
级	ji2	level/grade/rank/step	[Add example]
整	zheng3	exactly/in good order/whole/complete/entire/in order/orderly	[Add example]
府	fu3	prefecture/mansion	[Add example]
离	li2	to leave/to depart/to go away/from	[Add example]
况	kuang4	moreover/situation	[Add example]
